kWp,battery,NPV,peak_ratio,filtered,best_battery
19.2,BAT-5,512871664.7524018,1.9741255945073375,ok,False
19.2,None,469352961.6287008,1.9741255945073375,ok,False
19.8,BAT-20,594237652.2438262,2.0358170193356924,ok,True
19.8,BAT-21,594237652.2438262,2.0358170193356924,ok,False
19.8,BAT-22,594237652.2438262,2.0358170193356924,ok,False
19.8,BAT-23,594237652.2438262,2.0358170193356924,ok,False
19.8,BAT-24,594237652.2438262,2.0358170193356924,ok,False
19.8,BAT-25,594237652.2438262,2.0358170193356924,ok,False
19.8,BAT-26,594237652.2438262,2.0358170193356924,ok,False
19.8,BAT-27,594237652.2438262,2.0358170193356924,ok,False
19.8,BAT-28,594237652.2438262,2.0358170193356924,ok,False
19.8,BAT-29,594237652.2438262,2.0358170193356924,ok,False
19.8,BAT-30,594237652.2438262,2.0358170193356924,ok,False
19.8,BAT-31,594237652.2438262,2.0358170193356924,ok,False
19.8,BAT-32,594237652.2438262,2.0358170193356924,ok,False
19.8,BAT-15,585476704.5240706,2.0358170193356924,ok,False
19.8,BAT-10,549785196.6275897,2.0358170193356924,ok,False
19.8,BAT-5,514093688.73110795,2.0358170193356924,ok,False
19.8,None,471484327.6038476,2.0358170193356924,ok,False
20.4,BAT-20,595016378.0862539,2.097508444164047,ok,True
20.4,BAT-21,595016378.0862539,2.097508444164047,ok,False
20.4,BAT-22,595016378.0862539,2.097508444164047,ok,False
20.4,BAT-23,595016378.0862539,2.097508444164047,ok,False
20.4,BAT-24,595016378.0862539,2.097508444164047,ok,False
20.4,BAT-25,595016378.0862539,2.097508444164047,ok,False
20.4,BAT-26,595016378.0862539,2.097508444164047,ok,False
20.4,BAT-27,595016378.0862539,2.097508444164047,ok,False
20.4,BAT-28,595016378.0862539,2.097508444164047,ok,False
20.4,BAT-29,595016378.0862539,2.097508444164047,ok,False
20.4,BAT-30,595016378.0862539,2.097508444164047,ok,False
20.4,BAT-31,595016378.0862539,2.097508444164047,ok,False
20.4,BAT-32,595016378.0862539,2.097508444164047,ok,False
20.4,BAT-15,586482060.371793,2.097508444164047,ok,False
20.4,BAT-10,550790552.4753134,2.097508444164047,ok,False
20.4,BAT-5,515099044.578831,2.097508444164047,ok,False
20.4,None,473596606.18126243,2.097508444164047,ok,False
21.0,BAT-20,595794013.8915399,2.1591998689924012,ok,True
21.0,BAT-21,595794013.8915399,2.1591998689924012,ok,False
21.0,BAT-22,595794013.8915399,2.1591998689924012,ok,False
21.0,BAT-23,595794013.8915399,2.1591998689924012,ok,False
21.0,BAT-24,595794013.8915399,2.1591998689924012,ok,False
21.0,BAT-25,595794013.8915399,2.1591998689924012,ok,False
21.0,BAT-26,595794013.8915399,2.1591998689924012,ok,False
21.0,BAT-27,595794013.8915399,2.1591998689924012,ok,False
21.0,BAT-28,595794013.8915399,2.1591998689924012,ok,False
21.0,BAT-29,595794013.8915399,2.1591998689924012,ok,False
21.0,BAT-30,595794013.8915399,2.1591998689924012,ok,False
21.0,BAT-31,595794013.8915399,2.1591998689924012,ok,False
21.0,BAT-32,595794013.8915399,2.1591998689924012,ok,False
21.0,BAT-15,587346021.2778012,2.1591998689924012,ok,False
21.0,BAT-10,551654513.3813192,2.1591998689924012,ok,False
21.0,BAT-5,515963005.4848396,2.1591998689924012,ok,False
21.0,None,475645117.5858902,2.1591998689924012,ok,False
21.6,BAT-20,596569798.3151618,2.2208912938207557,ok,True
21.6,BAT-21,596569798.3151618,2.2208912938207557,ok,False
21.6,BAT-22,596569798.3151618,2.2208912938207557,ok,False
21.6,BAT-23,596569798.3151618,2.2208912938207557,ok,False
21.6,BAT-24,596569798.3151618,2.2208912938207557,ok,False
21.6,BAT-25,596569798.3151618,2.2208912938207557,ok,False
21.6,BAT-26,596569798.3151618,2.2208912938207557,ok,False
21.6,BAT-27,596569798.3151618,2.2208912938207557,ok,False
21.6,BAT-28,596569798.3151618,2.2208912938207557,ok,False
21.6,BAT-29,596569798.3151618,2.2208912938207557,ok,False
21.6,BAT-30,596569798.3151618,2.2208912938207557,ok,False
21.6,BAT-31,596569798.3151618,2.2208912938207557,ok,False
21.6,BAT-32,596569798.3151618,2.2208912938207557,ok,False
21.6,BAT-15,588134658.6226835,2.2208912938207557,ok,False
21.6,BAT-10,552443150.7262017,2.2208912938207557,ok,False
21.6,BAT-5,516751642.82972157,2.2208912938207557,ok,False
21.6,None,477585323.1631708,2.2208912938207557,ok,False
22.2,BAT-20,597343022.9280981,2.2825827186491097,ok,True
22.2,BAT-21,597343022.9280981,2.2825827186491097,ok,False
22.2,BAT-22,597343022.9280981,2.2825827186491097,ok,False
22.2,BAT-23,597343022.9280981,2.2825827186491097,ok,False
22.2,BAT-24,597343022.9280981,2.2825827186491097,ok,False
22.2,BAT-25,597343022.9280981,2.2825827186491097,ok,False
22.2,BAT-26,597343022.9280981,2.2825827186491097,ok,False
22.2,BAT-27,597343022.9280981,2.2825827186491097,ok,False
22.2,BAT-28,597343022.9280981,2.2825827186491097,ok,False
22.2,BAT-29,597343022.9280981,2.2825827186491097,ok,False
22.2,BAT-30,597343022.9280981,2.2825827186491097,ok,False
22.2,BAT-31,597343022.9280981,2.2825827186491097,ok,False
22.2,BAT-32,597343022.9280981,2.2825827186491097,ok,False
22.2,BAT-15,588907883.2356182,2.2825827186491097,ok,False
22.2,BAT-10,553216375.339138,2.2825827186491097,ok,False
22.2,BAT-5,517524867.44265705,2.2825827186491097,ok,False
22.2,None,479375779.8152966,2.2825827186491097,ok,False
22.8,BAT-20,598113136.7606391,2.344274143477464,ok,True
22.8,BAT-21,598113136.7606391,2.344274143477464,ok,False
22.8,BAT-22,598113136.7606391,2.344274143477464,ok,False
22.8,BAT-23,598113136.7606391,2.344274143477464,ok,False
22.8,BAT-24,598113136.7606391,2.344274143477464,ok,False
22.8,BAT-25,598113136.7606391,2.344274143477464,ok,False
22.8,BAT-26,598113136.7606391,2.344274143477464,ok,False
22.8,BAT-27,598113136.7606391,2.344274143477464,ok,False
22.8,BAT-28,598113136.7606391,2.344274143477464,ok,False
22.8,BAT-29,598113136.7606391,2.344274143477464,ok,False
22.8,BAT-30,598113136.7606391,2.344274143477464,ok,False
22.8,BAT-31,598113136.7606391,2.344274143477464,ok,False
22.8,BAT-32,598113136.7606391,2.344274143477464,ok,False
22.8,BAT-15,589677997.0681615,2.344274143477464,ok,False
22.8,BAT-10,553986489.1716801,2.344274143477464,ok,False
22.8,BAT-5,518294981.2751982,2.344274143477464,ok,False
22.8,None,480984255.81438506,2.344274143477464,ok,False
23.4,BAT-20,598879621.612987,2.405965568305818,ok,True
23.4,BAT-21,598879621.612987,2.405965568305818,ok,False
23.4,BAT-22,598879621.612987,2.405965568305818,ok,False
23.4,BAT-23,598879621.612987,2.405965568305818,ok,False
23.4,BAT-24,598879621.612987,2.405965568305818,ok,False
23.4,BAT-25,598879621.612987,2.405965568305818,ok,False
23.4,BAT-26,598879621.612987,2.405965568305818,ok,False
23.4,BAT-27,598879621.612987,2.405965568305818,ok,False
23.4,BAT-28,598879621.612987,2.405965568305818,ok,False
23.4,BAT-29,598879621.612987,2.405965568305818,ok,False
23.4,BAT-30,598879621.612987,2.405965568305818,ok,False
23.4,BAT-31,598879621.612987,2.405965568305818,ok,False
23.4,BAT-32,598879621.612987,2.405965568305818,ok,False
23.4,BAT-15,590444481.9205072,2.405965568305818,ok,False
23.4,BAT-10,554752974.0240262,2.405965568305818,ok,False
23.4,BAT-5,519061466.12754595,2.405965568305818,ok,False
23.4,None,482380436.4720804,2.405965568305818,ok,False
24.0,BAT-20,599642743.6094285,2.4204178340517237,ok,True
24.0,BAT-21,599642743.6094285,2.4204178340517237,ok,False
24.0,BAT-22,599642743.6094285,2.4204178340517237,ok,False
24.0,BAT-23,599642743.6094285,2.4204178340517237,ok,False
24.0,BAT-24,599642743.6094285,2.4204178340517237,ok,False
24.0,BAT-25,599642743.6094285,2.4204178340517237,ok,False
24.0,BAT-26,599642743.6094285,2.4204178340517237,ok,False
24.0,BAT-27,599642743.6094285,2.4204178340517237,ok,False
24.0,BAT-28,599642743.6094285,2.4204178340517237,ok,False
24.0,BAT-29,599642743.6094285,2.4204178340517237,ok,False
24.0,BAT-30,599642743.6094285,2.4204178340517237,ok,False
24.0,BAT-31,599642743.6094285,2.4204178340517237,ok,False
24.0,BAT-32,599642743.6094285,2.4204178340517237,ok,False
24.0,BAT-15,591207603.9169489,2.4204178340517237,ok,False
24.0,BAT-10,555516096.0204678,2.4204178340517237,ok,False
24.0,BAT-5,519824588.12398714,2.4204178340517237,ok,False
24.0,None,483579890.0592968,2.4204178340517237,ok,False
24.6,BAT-20,600403178.8172568,2.4204178340517237,ok,True
24.6,BAT-21,600403178.8172568,2.4204178340517237,ok,False
24.6,BAT-22,600403178.8172568,2.4204178340517237,ok,False
24.6,BAT-23,600403178.8172568,2.4204178340517237,ok,False
24.6,BAT-24,600403178.8172568,2.4204178340517237,ok,False
24.6,BAT-25,600403178.8172568,2.4204178340517237,ok,False
24.6,BAT-26,600403178.8172568,2.4204178340517237,ok,False
24.6,BAT-27,600403178.8172568,2.4204178340517237,ok,False
24.6,BAT-28,600403178.8172568,2.4204178340517237,ok,False
24.6,BAT-29,600403178.8172568,2.4204178340517237,ok,False
24.6,BAT-30,600403178.8172568,2.4204178340517237,ok,False
24.6,BAT-31,600403178.8172568,2.4204178340517237,ok,False
24.6,BAT-32,600403178.8172568,2.4204178340517237,ok,False
24.6,BAT-15,591968039.1247774,2.4204178340517237,ok,False
24.6,BAT-10,556276531.2282974,2.4204178340517237,ok,False
24.6,BAT-5,520585023.33181626,2.4204178340517237,ok,False
24.6,None,484622166.51267415,2.4204178340517237,ok,False
