Año_mes,Tarifa_Compra_COP_kWh,Tarifa_Venta_COP_kWh,Demanda_kWh,Generacion_PV_AC_kWh,PV_a_Carga_kWh,Bateria_a_Carga_kWh,Importacion_Red_kWh,PV_a_Bateria_kWh,Exportacion_kWh,Curtailment_kWh,Energia_No_Servida_kWh,Ahorros_Compra_Energia_COP,Ingreso_Exportacion_COP,Utilidades_en_Venta_COP,Ahorro_COP,NPV_COP,Utilidades_Netas_COP
01-01,913.2476224522246,114.03786631906556,1988.9552749805755,2602.7090968203706,1579.9199569200814,409.03531806049403,0.0,454.4836867338826,1022.7891399002896,0.0,0.0,1816408.6760398212,116636.69120854126,116636.69120854126,1933045.3672483624,-84174798.14342384,1933045.3672483624
01-02,863.280527214066,120.97243529816933,2181.8228781345797,2046.9584479357695,1701.507730401096,480.31514773348357,0.0,533.6834974816489,345.45071753467306,0.0,0.0,1883525.2045237308,41790.014575669404,41790.014575669404,1925315.2190994,-82265075.51558259,1925315.2190994
01-03,849.9206102396595,135.82645299418442,2263.757751323861,2583.9214871759095,1793.6271514525897,470.13059987127144,0.0,522.3673331903024,790.2943357233198,0.0,0.0,1924014.3694399353,107342.8764426937,107342.8764426937,2031357.245882629,-80258345.33293721,2031357.245882629
01-04,971.7530867787995,130.03583451824574,2286.8497512714252,2571.417400470104,1809.539683987038,477.31006728438723,0.0,530.3445192048747,761.8777164830657,0.0,0.0,2222253.3047973374,99071.40466373086,99071.40466373086,2321324.7094610683,-77974467.89290431,2321324.7094610683
01-05,997.2443207566047,121.98881604633614,2116.5745248040266,2116.703858819019,1658.6565093880458,457.9180154159807,0.0,508.79779490664475,458.0473494309726,0.0,0.0,2110741.924318925,55876.65385024677,55876.65385024677,2166618.5781691717,-75851450.32393597,2166618.5781691717
01-06,1023.3242063917933,119.03498090806366,1980.0473315552333,2485.715188646145,1572.8439619141352,407.20336964109805,0.0,452.44818849010875,912.87122673201,0.0,0.0,2026230.3641819472,108663.60904556546,108663.60904556546,2134893.9732275126,-73768007.13972586,2134893.9732275126
01-07,970.1258527809757,123.2223825677481,2179.139727338593,2203.0760615350227,1709.1458985610293,469.99382877756346,0.0,522.2153653084029,493.9301629739929,0.0,0.0,2114039.7863132553,60863.25150373152,60863.25150373152,2174903.037816987,-71654131.2983055,2174903.037816987
01-08,999.8652395747358,139.98406160462292,2051.652285207297,2223.5349992796655,1618.3156754395914,433.33660976770585,0.0,481.48512196411724,605.219323840074,0.0,0.0,2051375.8036728485,84721.05911273716,84721.05911273716,2136096.8627855857,-69586396.94674464,2136096.8627855857
01-09,1089.485077606105,137.44720205649017,2027.984054708611,1964.9308018077213,1585.3571893479902,442.6268653606207,0.0,491.807628178467,379.57361245973107,0.0,0.0,2209458.3652281547,52171.33100706455,52171.33100706455,2261629.696235219,-67406030.33145025,2261629.696235219
01-10,1014.4476268199103,147.29834714755444,1810.3985192073628,2177.485400312577,1438.0839963845895,372.3145228227734,0.0,413.6828031364144,739.4014039279872,0.0,0.0,1836554.481408189,108912.60467717377,108912.60467717377,1945467.0860853628,-65538076.49779093,1945467.0860853628
01-11,913.527057678423,160.84462519813806,1827.2157496197044,2393.0612266047456,1451.4427070015697,375.7730426181347,0.0,417.5256029090386,941.6185196031764,0.0,0.0,1669211.0274937628,151454.27786519853,151454.27786519853,1820665.3053589612,-63797045.14428466,1820665.3053589612
01-12,929.3933389057294,177.28961418892197,1932.519332484764,2568.9779439705485,1535.090255137271,397.429077347493,0.0,441.5878637194366,1033.8876888332777,0.0,0.0,1796070.5949178862,183297.549467928,183297.549467928,1979368.1443858142,-61911932.62582198,1979368.1443858142
02-01,855.7502263353103,187.325921351728,1986.6167269398115,2323.233984593214,1577.4555053052982,409.1612216345134,0.0,454.6235795939045,745.778479287915,0.0,0.0,1700047.7137202572,139703.6407568993,139703.6407568993,1839751.3544771564,-60166897.9659121,1839751.3544771564
02-02,872.1054127632336,174.07886858485142,1971.569291335493,2301.7638799767547,1565.2696528329823,406.29963850251085,0.0,451.44404278056714,736.494227143772,0.0,0.0,1719416.250611456,128208.08178046241,128208.08178046241,1847624.3323919186,-58421506.5964187,1847624.3323919186
02-03,840.2099942111512,164.41005051358425,1985.9452180175047,1924.1640664824392,1552.49158577218,433.45363224532457,0.0,481.6151469392503,371.6724807102588,0.0,0.0,1668611.020134151,61106.69132808282,61106.69132808282,1729717.711462234,-56794127.967070274,1729717.711462234
02-04,815.034482791615,193.83270668727116,2216.2972516634986,2221.2438771161032,1737.0994782135258,479.1977734499728,0.0,532.4419704999683,484.1443989025774,0.0,0.0,1806358.6842220374,93843.01926676849,93843.01926676849,1900201.703488806,-55013606.13033741,1900201.703488806
02-05,758.6793838877875,189.8350203155781,2177.749391993526,2532.459142651519,1728.3459527757404,449.4034392177855,0.0,499.3371546864288,804.1131898757791,0.0,0.0,1652213.566979652,152648.84373609285,152648.84373609285,1804862.4107157448,-53329281.00769225,1804862.4107157448
