Año_mes,Tarifa_Compra_COP_kWh,Tarifa_Venta_COP_kWh,Demanda_kWh,Generacion_PV_AC_kWh,PV_a_Carga_kWh,Bateria_a_Carga_kWh,Importacion_Red_kWh,PV_a_Bateria_kWh,Exportacion_kWh,Curtailment_kWh,Energia_No_Servida_kWh,Ahorros_Compra_Energia_COP,Ingreso_Exportacion_COP,Utilidades_en_Venta_COP,Ahorro_COP,NPV_COP,Utilidades_Netas_COP
01-01,913.2476224522246,114.03786631906556,1988.9552749805755,1513.1642041543541,1513.1642041543537,367.64984810034446,108.14122272587664,408.4998312226051,0.0,0.0,0.0,1717648.9614963373,0.0,0.0,1717648.9614963373,-52409320.558303274,1717648.9614963373
01-02,863.280527214066,120.97243529816933,2181.8228781345797,1504.3551134757736,1504.3551134757736,105.98641270794313,571.4813519508631,117.76268078660348,0.0,0.0,0.0,1390176.4817185826,0.0,0.0,1390176.4817185826,-51030402.728384204,1390176.4817185826
01-03,849.9206102396595,135.82645299418442,2263.757751323861,1663.0962860363218,1663.0962860363218,260.48530380305306,340.1761614844864,289.4281153367256,0.0,0.0,0.0,1634891.6386820558,0.0,0.0,1634891.6386820558,-49415331.62095212,1634891.6386820558
01-04,971.7530867787995,130.03583451824574,2286.8497512714252,1674.3246524174303,1674.3246524174306,247.81884166901398,364.70625718498053,275.3542685211267,0.0,0.0,0.0,1867848.8736102898,0.0,0.0,1867848.8736102898,-47577614.61115912,1867848.8736102898
01-05,997.2443207566047,121.98881604633614,2116.5745248040266,1496.1894574194666,1496.1894574194669,138.71328100156956,481.6717863829906,154.12586777952177,0.0,0.0,0.0,1630397.4708797995,0.0,0.0,1630397.4708797995,-45980027.24162578,1630397.4708797995
01-06,1023.3242063917933,119.03498090806366,1980.0473315552333,1489.701056975002,1489.7010569750023,321.4300449310074,168.91622964922362,357.14449436778614,0.0,0.0,0.0,1853374.2975294613,0.0,0.0,1853374.2975294613,-44171319.12946584,1853374.2975294613
01-07,970.1258527809757,123.2223825677481,2179.139727338593,1547.1091325837965,1547.1091325837963,149.3380735745779,482.6925211802186,165.93119286064214,0.0,0.0,0.0,1645767.2925722965,0.0,0.0,1645767.2925722965,-42571731.6260798,1645767.2925722965
01-08,999.8652395747358,139.98406160462292,2051.652285207297,1489.8106944660376,1489.8106944660376,189.43890071276326,372.40269002849686,210.48766745862585,0.0,0.0,0.0,1679023.2987892297,0.0,0.0,1679023.2987892297,-40946442.8985592,1679023.2987892297
01-09,1089.485077606105,137.44720205649017,2027.984054708611,1415.8017803980886,1415.8017803980888,115.59042374819204,496.59185056232974,128.43380416465783,0.0,0.0,0.0,1668428.954379695,0.0,0.0,1668428.954379695,-39337962.607477255,1668428.954379695
01-10,1014.4476268199103,147.29834714755444,1810.3985192073628,1346.9755336032024,1346.9755336032024,253.58288913683296,209.8400964673278,281.7587657075922,0.0,0.0,0.0,1623682.6935352476,0.0,0.0,1623682.6935352476,-37778972.30960573,1623682.6935352476
