Año_mes,Tarifa_Compra_COP_kWh,Tarifa_Venta_COP_kWh,Demanda_kWh,Generacion_PV_AC_kWh,PV_a_Carga_kWh,Bateria_a_Carga_kWh,Importacion_Red_kWh,PV_a_Bateria_kWh,Exportacion_kWh,Curtailment_kWh,Energia_No_Servida_kWh,Ahorros_Compra_Energia_COP,Ingreso_Exportacion_COP,Utilidades_en_Venta_COP,Ahorro_COP,NPV_COP,Utilidades_Netas_COP
01-01,900.0,120.0,2000.0000000000005,1520.2461360075752,1520.2461360075754,366.16343759318227,113.59042639924272,406.8482639924248,0.0,0.0,0.0,1697768.6162406818,0.0,0.0,1697768.6162406818,-57349120.23721617,1697768.6162406818
01-02,903.6667114052835,120.4888948540378,2040.0,1540.9380791355372,1540.938079135537,347.54068877801666,151.5212320864462,386.1563208644629,0.0,0.0,0.0,1706555.3977591426,0.0,0.0,1706555.3977591426,-55656385.75590368,1706555.3977591426
01-03,907.3483614467111,120.97978152622814,2099.9999999999995,1571.9759938274801,1571.9759938274801,319.6065655552677,208.41744061725203,355.1184061725197,0.0,0.0,0.0,1716324.3357971124,0.0,0.0,1716324.3357971124,-53960869.196798235,1716324.3357971124
01-04,911.0450109861355,121.47266813148472,2160.0,1603.0139085194235,1603.0139085194237,291.6724423325189,265.3136491480578,324.0804914805765,0.0,0.0,0.0,1726144.547327189,0.0,0.0,1726144.547327189,-52262570.559899814,1726144.547327189
01-05,914.7567211333683,121.96756281778244,2200.0000000000005,1623.7058516473862,1623.7058516473858,273.0496935173528,303.24445483526193,303.3885483526143,0.0,0.0,0.0,1735069.8832864307,0.0,0.0,1735069.8832864307,-50562417.20447274,1735069.8832864307
01-06,918.4835532471899,122.46447376629199,2160.0,1603.0139085194235,1603.0139085194237,291.6724423325189,265.3136491480578,324.0804914805765,0.0,0.0,0.0,1740238.2518194441,0.0,0.0,1740238.2518194441,-48864118.56757432,1740238.2518194441
01-07,922.2255689363641,122.96340919151521,2099.9999999999995,1571.9759938274801,1571.9759938274801,319.6065655552677,208.41744061725203,355.1184061725197,0.0,0.0,0.0,1744465.8020168582,0.0,0.0,1744465.8020168582,-47168602.008468874,1744465.8020168582
01-08,925.9828300606564,123.46437734142084,2040.0,1540.9380791355372,1540.938079135537,347.54068877801666,151.5212320864462,386.1563208644629,0.0,0.0,0.0,1748698.9140220538,0.0,0.0,1748698.9140220538,-45475867.52715639,1748698.9140220538
01-09,929.7553987318565,123.96738649758086,1960.0000000000002,1499.5541928796129,1499.554192879613,384.7861864083482,75.65962071203903,427.5402071203868,0.0,0.0,0.0,1751975.640691416,0.0,0.0,1751975.640691416,-43786842.4829012,1751975.640691416
01-10,933.5433373148054,124.47244497530738,1900.0,1460.6482497940399,1460.6482497940397,419.8015351853643,19.550215020596166,466.44615020596024,0.0,0.0,0.0,1755481.3679225808,0.0,0.0,1755481.3679225808,-42101304.76572154,1755481.3679225808
