Año_mes,Tarifa_Compra_COP_kWh,Tarifa_Venta_COP_kWh,Demanda_kWh,Generacion_PV_AC_kWh,PV_a_Carga_kWh,Bateria_a_Carga_kWh,Importacion_Red_kWh,PV_a_Bateria_kWh,Exportacion_kWh,Curtailment_kWh,Energia_No_Servida_kWh,Ahorros_Compra_Energia_COP,Ingreso_Exportacion_COP,Utilidades_en_Venta_COP,Ahorro_COP,NPV_COP,Utilidades_Netas_COP
01-01,900.0,120.0,2000.0000000000005,1479.775387706786,1479.7753877067862,258.0550310638925,262.1695812293218,286.72781229321396,0.0,0.0,0.0,1564047.376893611,0.0,0.0,1564047.376893611,-52562298.89024545,1564047.376893611
01-02,903.6667114052835,120.4888948540378,2040.0,1500.467330834748,1500.467330834748,239.43228224872675,300.1003869165253,266.03586916525205,0.0,0.0,0.0,1572289.361530469,0.0,0.0,1572289.361530469,-51002743.06196226,1572289.361530469
01-03,907.3483614467111,120.97978152622814,2099.9999999999995,1531.5052455266912,1531.5052455266912,211.49815902597794,356.99659544733106,234.99795447330885,0.0,0.0,0.0,1581511.2831169032,0.0,0.0,1581511.2831169032,-49440405.1558861,1581511.2831169032
01-04,911.0450109861355,121.47266813148472,2160.0,1562.5431602186343,1562.543160218634,183.56403580322916,413.8928039781367,203.96003978136568,0.0,0.0,0.0,1590782.2495827086,0.0,0.0,1590782.2495827086,-47875285.17201696,1590782.2495827086
01-05,914.7567211333683,121.96756281778244,2200.0000000000005,1579.7115627890475,1579.711562789047,168.1124734898573,452.1759637210957,186.7916372109526,0.0,0.0,0.0,1598833.78454458,0.0,0.0,1598833.78454458,-46308626.30153106,1598833.78454458
01-06,918.4835532471899,122.46447376629199,2160.0,1562.5431602186343,1562.543160218634,183.56403580322916,413.8928039781367,203.96003978136568,0.0,0.0,0.0,1603770.7417526485,0.0,0.0,1603770.7417526485,-44743506.317661926,1603770.7417526485
01-07,922.2255689363641,122.96340919151521,2099.9999999999995,1531.5052455266912,1531.5052455266912,211.49815902597794,356.99659544733106,234.99795447330885,0.0,0.0,0.0,1607442.3064216047,0.0,0.0,1607442.3064216047,-43181168.41158576,1607442.3064216047
01-08,925.9828300606564,123.46437734142084,2040.0,1500.467330834748,1500.467330834748,239.43228224872675,300.1003869165253,266.03586916525205,0.0,0.0,0.0,1611117.167744477,0.0,0.0,1611117.167744477,-41621612.58330257,1611117.167744477
01-09,929.7553987318565,123.96738649758086,1960.0000000000002,1459.0834445788237,1459.0834445788237,276.6777798790583,224.23877554211816,307.41975542117603,0.0,0.0,0.0,1613833.3693491337,0.0,0.0,1613833.3693491337,-40065766.192076676,1613833.3693491337
01-10,933.5433373148054,124.47244497530738,1900.0,1428.0455298868806,1428.0455298868806,304.6119031018073,167.34256701131227,338.4576701131192,0.0,1.3506973317589654e-14,0.0,1617510.8024155635,0.0,0.0,1617510.8024155635,-38512701.87864375,1617510.8024155635
01-11,937.3467084284262,124.97956112379015,1900.0,1428.0455298868806,1428.0455298868806,304.6119031018073,167.34256701131227,338.4576701131192,0.0,1.3506973317589654e-14,0.0,1624100.741645993,0.0,0.0,1624100.741645993,-36959637.56521083,1624100.741645993
01-12,941.1655749467589,125.48874332623451,1960.0000000000002,1459.0834445788237,1459.0834445788237,276.6777798790583,224.23877554211816,307.41975542117603,0.0,0.0,0.0,1633638.7107871927,0.0,0.0,1633638.7107871927,-35403791.17398493,1633638.7107871927
02-01,945.0000000000006,126.00000000000007,2000.0000000000005,1477.549496550242,1477.5494965502423,252.10906870478138,270.34143474497637,280.1211874497571,0.0,0.0,0.0,1634527.3441659983,0.0,0.0,1634527.3441659983,-33853414.890147,1634527.3441659983
02-02,948.8500469755483,126.51333959673977,2040.0,1498.2414396782042,1498.2414396782037,233.48631988961571,308.2722404321798,259.42924432179524,0.0,0.0,0.0,1643149.9660147864,0.0,0.0,1643149.9660147864,-32301183.88778042,1643149.9660147864
02-03,952.7157795190471,127.02877060253962,2099.9999999999995,1529.2793543701475,1529.2793543701478,205.55219666686682,365.1684489629856,228.39132962985195,0.0,0.0,0.0,1652801.393480467,0.0,0.0,1652801.393480467,-30746170.807620868,1652801.393480467
02-04,956.5972615354427,127.54630153805904,2160.0,1560.317269062091,1560.3172690620909,177.61807344411798,422.0646574937914,197.3534149379089,0.0,0.0,0.0,1662504.189367101,0.0,0.0,1662504.189367101,-29188375.649668347,1662504.189367101
