Año_mes,Tarifa_Compra_COP_kWh,Tarifa_Venta_COP_kWh,Demanda_kWh,Generacion_PV_AC_kWh,PV_a_Carga_kWh,Bateria_a_Carga_kWh,Importacion_Red_kWh,PV_a_Bateria_kWh,Exportacion_kWh,Curtailment_kWh,Energia_No_Servida_kWh,Ahorros_Compra_Energia_COP,Ingreso_Exportacion_COP,Utilidades_en_Venta_COP,Ahorro_COP,NPV_COP,Utilidades_Netas_COP
01-01,900.0,120.0,2000.0000000000005,1219.9205898775456,1219.9205898775451,58.328109110208956,721.7513010122459,64.8090101224544,0,0,0,1150423.8290889787,0,0,1150423.8290889787,-49734244.12218309,1150423.8290889787
01-02,903.6667114052835,120.4888948540378,2040.0,1222.0668322607544,1222.0668322607546,56.396490965320666,761.5366767739248,62.662767739245204,0,0,0,1155304.7469519775,0,0,1155304.7469519775,-48588295.86632365,1155304.7469519775
01-03,907.3483614467111,120.97978152622814,2099.9999999999995,1225.2861958355682,1225.2861958355686,53.499063747988224,821.2147404164438,59.44340416443137,0,0,0,1160303.7099253475,0,0,1160303.7099253475,-47442059.043400414,1160303.7099253475
01-04,911.0450109861355,121.47266813148472,2160.0,1228.505559410382,1228.5055594103821,50.60163653065579,880.8928040589622,56.22404058961755,0,0,0,1165324.2293785478,0,0,1165324.2293785478,-46295533.653413385,1165324.2293785478
01-05,914.7567211333683,121.96756281778244,2200.0000000000005,1230.6518017935916,1230.6518017935916,48.670018385767506,920.6781798206414,54.07779820640834,0,0,0,1170268.2335016432,0,0,1170268.2335016432,-45148815.88538382,1170268.2335016432
01-06,918.4835532471899,122.46447376629199,2160.0,1228.505559410382,1228.5055594103821,50.60163653065579,880.8928040589622,56.22404058961755,0,0,0,1174838.922311974,0,0,1174838.922311974,-44002290.49539679,1174838.922311974
01-07,922.2255689363641,122.96340919151521,2099.9999999999995,1225.2861958355682,1225.2861958355686,53.499063747988224,821.2147404164438,59.44340416443137,0,0,0,1179328.4635668816,0,0,1179328.4635668816,-42856053.67247356,1179328.4635668816
01-08,925.9828300606564,123.46437734142084,2040.0,1222.0668322607544,1222.0668322607546,56.396490965320666,761.5366767739248,62.662767739245204,0,0,0,1183835.0861696329,0,0,1183835.0861696329,-41710105.416614115,1183835.0861696329
01-09,929.7553987318565,123.96738649758086,1960.0000000000002,1217.774347494336,1217.7743474943363,60.2597272550972,681.965925250567,66.95525250566358,0,0,0,1188259.0807615588,0,0,1188259.0807615588,-40564541.91683973,1188259.0807615588
01-10,933.5433373148054,124.47244497530738,1900.0,1214.5549839195223,1214.5549839195226,63.157154472429674,622.2878616080484,70.17461608047739,0,0,0,1192799.6538020596,0,0,1192799.6538020596,-39419266.984129146,1192799.6538020596
01-11,937.3467084284262,124.97956112379015,1900.0,1214.5549839195223,1214.5549839195226,63.157154472429674,622.2878616080484,70.17461608047739,0,0,0,1197659.2672407422,0,0,1197659.2672407422,-38273992.05141856,1197659.2672407422
01-12,941.1655749467589,125.48874332623451,1960.0000000000002,1217.774347494336,1217.7743474943363,60.2597272550972,681.965925250567,66.95525250566358,0,0,0,1202841.6747630995,0,0,1202841.6747630995,-37128428.551644176,1202841.6747630995
