Año_mes,Tarifa_Compra_COP_kWh,Tarifa_Venta_COP_kWh,Demanda_kWh,Generacion_PV_AC_kWh,PV_a_Carga_kWh,Bateria_a_Carga_kWh,Importacion_Red_kWh,PV_a_Bateria_kWh,Exportacion_kWh,Curtailment_kWh,Energia_No_Servida_kWh,Ahorros_Compra_Energia_COP,Ingreso_Exportacion_COP,Utilidades_en_Venta_COP,Ahorro_COP,NPV_COP,Utilidades_Netas_COP
01-01,900.0,120.0,2000.0000000000005,2594.2253524712246,1588.6932972241034,411.3067027758972,0,457.00744752877546,1005.5320552471211,2.7013946635179308e-14,0,1800000.0000000005,120663.84662965454,120663.84662965454,1920663.846629655,-91567129.4248755,1920663.846629655
01-02,903.6667114052835,120.4888948540378,2040.0,2585.0852035206503,1620.467163168585,419.53283683141495,0,466.14759647935006,964.6180403520649,0.0,0,1843480.0912667783,116225.76163828794,116225.76163828794,1959705.8529050662,-89623294.68338504,1959705.8529050662
01-03,907.3483614467111,120.97978152622814,2099.9999999999995,2571.3749800947876,1668.1279620853077,431.8720379146919,0,479.857819905212,903.2470180094796,2.7013946635179308e-14,0,1905431.5590380928,109274.6269030039,109274.6269030039,2014706.1859410969,-87633013.69234565,2014706.1859410969
01-04,911.0450109861355,121.47266813148472,2160.0,2557.664756668924,1715.7887610020312,444.21123899796885,0,493.56804333107607,841.8759956668925,0.0,0,1967857.2237300526,102264.9234295077,102264.9234295077,2070122.1471595604,-85596286.45175731,2070122.1471595604
01-05,914.7567211333683,121.96756281778244,2200.0000000000005,2545.949745884434,1745.2452512959908,454.7547487040097,0,505.283054115566,800.7044945884434,0.0,0,2012464.7864934106,97659.97574219671,97659.97574219671,2110124.7622356075,-83528625.81777214,2110124.7622356075
01-06,918.4835532471899,122.46447376629199,2160.0,2557.664756668924,1715.7887610020312,444.21123899796885,0,493.56804333107607,841.8759956668925,0.0,0,1983924.4750139301,103099.9007858191,103099.9007858191,2087024.3757997493,-81491898.5771838,2087024.3757997493
01-07,922.2255689363641,122.96340919151521,2099.9999999999995,2571.3749800947876,1668.1279620853077,431.8720379146919,0,479.857819905212,903.2470180094796,2.7013946635179308e-14,0,1936673.694766364,111066.33267651555,111066.33267651555,2047740.0274428795,-79501617.5861444,2047740.0274428795
01-08,925.9828300606564,123.46437734142084,2040.0,2585.0852035206503,1620.467163168585,419.53283683141495,0,466.14759647935006,964.6180403520649,0.0,0,1889004.9733237391,119095.96572436926,119095.96572436926,2008100.9390481084,-77557782.84465395,2008100.9390481084
01-09,929.7553987318565,123.96738649758086,1960.0000000000002,2603.3655014218007,1556.919431279621,403.0805687203792,0,447.8672985781995,1046.446070142179,0.0,0,1822320.581514439,129725.18442619011,129725.18442619011,1952045.7659406292,-75675876.43589541,1952045.7659406292
01-10,933.5433373148054,124.47244497530738,1900.0,2617.0757248476634,1509.258632362898,390.7413676371021,0,434.1570751523363,1107.8170924847657,0.0,0,1773732.3408981303,137892.702087015,137892.702087015,1911625.0429851452,-73840416.27668582,1911625.0429851452
01-11,937.3467084284262,124.97956112379015,1900.0,2617.0757248476634,1509.258632362898,390.7413676371021,0,434.1570751523363,1107.8170924847657,0.0,0,1780958.7460140097,138454.49402417926,138454.49402417926,1919413.2400381889,-72004956.11747622,1919413.2400381889
01-12,941.1655749467589,125.48874332623451,1960.0000000000002,2603.3655014218007,1556.919431279621,403.0805687203792,0,447.8672985781995,1046.446070142179,0.0,0,1844684.5268956476,131317.2023008187,131317.2023008187,1976001.7291964663,-70123049.70871769,1976001.7291964663
02-01,945.0000000000006,126.00000000000007,2000.0000000000005,2578.9691884712242,1588.6932972241034,411.3067027758972,0,457.0074475287752,990.2758912471218,2.7013946635179308e-14,0,1890000.0000000016,124774.76229713741,124774.76229713741,2014774.762297139,-68212002.44487733,2014774.762297139
02-02,948.8500469755483,126.51333959673977,2040.0,2569.8290395206495,1620.467163168585,419.53283683141495,0,466.1475964793503,949.361876352065,0.0,0,1935654.0958301185,120106.94146312687,120106.94146312687,2055761.0372932453,-66269991.014671,2055761.0372932453
02-03,952.7157795190471,127.02877060253962,2099.9999999999995,2556.1188160947877,1668.1279620853077,431.8720379146919,0,479.85781990521207,887.9908540094798,2.7013946635179308e-14,0,2000703.1369899986,112800.38649112346,112800.38649112346,2113503.523481122,-64281533.33491573,2113503.523481122
02-04,956.5972615354427,127.54630153805904,2160.0,2542.408592668924,1715.7887610020312,444.21123899796885,0,493.5680433310761,826.6198316668927,0.0,0,2066250.0849165563,105432.3023071251,105432.3023071251,2171682.3872236814,-62246629.405611515,2171682.3872236814
02-05,960.4945571900372,128.06594095867163,2200.0000000000005,2529.5777418326616,1744.2409952493958,455.7590047506047,0,506.3988941673383,785.3367465832663,0.0,0,2113088.0258180825,100574.88942060784,100574.88942060784,2213662.9152386906,-60180805.4186596,2213662.9152386906
02-06,964.40773090955,128.58769745460665,2160.0,2542.408592668924,1715.7887610020312,444.21123899796885,0,493.5680433310761,826.6198316668927,0.0,0,2083120.698764628,106293.14082436028,106293.14082436028,2189413.839588988,-58145901.489355385,2189413.839588988
02-07,968.3368473831829,129.11157965109103,2099.9999999999995,2556.1188160947877,1668.1279620853077,431.8720379146919,0,479.85781990521207,887.9908540094798,2.7013946635179308e-14,0,2033507.3795046837,114649.9018768853,114649.9018768853,2148157.281381569,-56157443.809600115,2148157.281381569
02-08,972.2819715636898,129.63759620849194,2040.0,2569.8290395206495,1620.467163168585,419.53283683141495,0,466.1475964793503,949.361876352065,0.0,0,1983455.221989927,123072.99158226525,123072.99158226525,2106528.2135721925,-54215432.379393786,2106528.2135721925
02-09,976.2431686684499,130.16575582245997,1960.0000000000002,2588.109337421801,1556.919431279621,403.0805687203792,0,447.8672985781992,1031.1899061421798,0.0,0,1913436.610590162,134225.6135294884,134225.6135294884,2047662.2241196504,-52335349.28191938,2047662.2241196504
02-10,980.2205041805463,130.6960672240728,1900.0,2601.8195608476644,1509.258632362898,390.7413676371021,0,434.15707515233595,1092.560928484766,0.0,0,1862418.957943038,142793.41655564038,142793.41655564038,2005212.3744986784,-50501712.43399392,2005212.3744986784
02-11,984.214043849848,131.2285391799797,1900.0,2601.8195608476644,1509.258632362898,390.7413676371021,0,434.15707515233595,1092.560928484766,0.0,0,1870006.6833147113,143375.1746101781,143375.1746101781,2013381.8579248893,-48668075.58606846,2013381.8579248893
02-12,988.2238536940974,131.76318049254627,1960.0000000000002,2588.109337421801,1556.919431279621,403.0805687203792,0,447.8672985781992,1031.1899061421798,0.0,0,1936918.7532404312,135872.86172510387,135872.86172510387,2072791.614965535,-46787992.488594055,2072791.614965535
03-01,992.2500000000013,132.3000000000001,2000.0000000000005,2563.7893052912254,1588.6932972241034,411.3067027758972,0,457.00744752877523,975.0960080671214,0.0,0,1984500.000000003,129005.20186728025,129005.20186728025,2113505.2018672833,-44878759.4194814,2113505.2018672833
03-02,996.2925493243264,132.83900657657676,2040.0,2554.64915634065,1620.467163168585,419.53283683141495,0,466.14759647934983,934.1819931720648,0.0,0,2032436.8006216257,124095.80793470351,124095.80793470351,2156532.6085563293,-42938562.18400278,2156532.6085563293
03-03,1000.3515684950003,133.3802091326666,2099.9999999999995,2540.938932914787,1668.1279620853077,431.8720379146919,0,479.85781990521235,872.8109708294793,0.0,0,2100738.2938395003,116415.70982252172,116415.70982252172,2217154.003662022,-40951918.69897522,2217154.003662022
03-04,1004.4271246122157,133.923616614962,2160.0,2526.532162609694,1715.1618688107244,444.83813118927554,0,494.26459021030604,811.3702937989691,1.3506973317589654e-14,0,2169562.589162386,108661.6441595022,108661.6441595022,2278224.2333218884,-38918837.28904563,2278224.2333218884
03-05,1008.5192850495399,134.4692380066052,2200.0000000000005,2513.287597801148,1743.2417604830337,456.75823951696685,0,507.5091550188522,770.0458373181141,0.0,0,2218742.427108988,103547.47697432507,103547.47697432507,2322289.9040833134,-36854840.765891805,2322289.9040833134
03-06,1012.6281174550282,135.01708232733696,2160.0,2526.532162609694,1715.1618688107244,444.83813118927554,0,494.26459021030604,811.3702937989691,1.3506973317589654e-14,0,2187276.7337028612,109548.849755811,109548.849755811,2296825.5834586723,-34821759.35596222,2296825.5834586723
03-07,1016.7536897523428,135.5671586336456,2099.9999999999995,2540.938932914787,1668.1279620853077,431.8720379146919,0,479.85781990521235,872.8109708294793,0.0,0,2135182.7484799195,118324.50333962623,118324.50333962623,2253507.251819546,-32835115.87093466,2253507.251819546
03-08,1020.896070141875,136.11947601891654,2040.0,2554.64915634065,1620.467163168585,419.53283683141495,0,466.14759647934983,934.1819931720648,0.0,0,2082627.9830894251,127160.36341688853,127160.36341688853,2209788.346506314,-30894918.635456044,2209788.346506314
03-09,1025.0553271018732,136.67404361358297,1960.0000000000002,2572.9294542418,1556.919431279621,403.0805687203792,0,447.8672985781994,1016.0100229621792,0.0,0,2009108.4411196718,138862.1981901703,138862.1981901703,2147970.639309842,-29016649.73270935,2147970.639309842
03-10,1029.2315293895745,137.23087058527645,1900.0,2586.639677667664,1509.258632362898,390.7413676371021,0,434.15707515233595,1077.3810453047656,1.3506973317589654e-14,0,1955539.9058401915,147849.93879924816,147849.93879924816,2103389.8446394396,-27184827.079511594,2103389.8446394396
03-11,1033.4247460423412,137.78996613897868,1900.0,2586.639677667664,1509.258632362898,390.7413676371021,0,434.15707515233595,1077.3810453047656,1.3506973317589654e-14,0,1963507.0174804484,148452.2977513211,148452.2977513211,2111959.3152317693,-25353004.42631384,2111959.3152317693
03-12,1037.635046378803,138.35133951717359,1960.0000000000002,2572.9294542418,1556.919431279621,403.0805687203792,0,447.8672985781994,1016.0100229621792,0.0,0,2033764.6909024543,140566.34763969178,140566.34763969178,2174331.038542146,-23474735.523567148,2174331.038542146
04-01,1041.862500000002,138.9150000000001,2000.0000000000005,2548.685321527125,1588.6932972241034,411.3067027758972,0,457.0074475287751,959.9920243030219,8.104183990553792e-14,0,2083725.0000000044,133357.2920560544,133357.2920560544,2217082.292056059,-21567307.578208566,2217082.292056059
04-02,1046.1071767905432,139.4809569054056,2040.0,2539.54517257655,1620.467163168585,419.53283683141495,0,466.1475964793501,919.0780094079652,5.4027893270358616e-14,0,2134058.6406527082,128193.88022293836,128193.88022293836,2262252.5208756467,-19628915.466484025,2262252.5208756467
