Año_mes,Tarifa_Compra_COP_kWh,Tarifa_Venta_COP_kWh,Demanda_kWh,Generacion_PV_AC_kWh,PV_a_Carga_kWh,Bateria_a_Carga_kWh,Importacion_Red_kWh,PV_a_Bateria_kWh,Exportacion_kWh,Curtailment_kWh,Energia_No_Servida_kWh,Ahorros_Compra_Energia_COP,Ingreso_Exportacion_COP,Utilidades_en_Venta_COP,Ahorro_COP,NPV_COP,Utilidades_Netas_COP
01-01,900.0,120.0,2000.0000000000005,785.2392134546953,785.2392134546951,15.9451078907743,1198.8156786545305,17.716786545304775,0,0,0,721065.8892109225,0,0,721065.8892109225,-34681859.90244053,721065.8892109225
01-02,903.6667114052835,120.4888948540378,2040.0,785.9419893517841,785.9419893517837,15.312609583394481,1238.7454010648216,17.01401064821609,0,0,0,724067.1084181119,0,0,724067.1084181119,-33963656.81169238,724067.1084181119
01-03,907.3483614467111,120.97978152622814,2099.9999999999995,786.996153197417,786.9961531974174,14.36386212232474,1298.639984680258,15.959846802583044,0,0,0,727112.6968292793,0,0,727112.6968292793,-33245359.231161192,727112.6968292793
01-04,911.0450109861355,121.47266813148472,2160.0,788.0503170430503,788.05031704305,13.415114661255004,1358.5345682956952,14.905682956950002,0,0,0,730171.0830320563,0,0,730171.0830320563,-32526967.16084697,730171.0830320563
01-05,914.7567211333683,121.96756281778244,2200.0000000000005,788.7530929401386,788.7530929401389,12.782616353875177,1398.4642907059863,14.202907059861305,0,0,0,733210.177305101,0,0,733210.177305101,-31808512.09734406,733210.177305101
01-06,918.4835532471899,122.46447376629199,2160.0,788.0503170430503,788.05031704305,13.415114661255004,1358.5345682956952,14.905682956950002,0,0,0,736132.817516563,0,0,736132.817516563,-31090120.02702984,736132.817516563
01-07,922.2255689363641,122.96340919151521,2099.9999999999995,786.996153197417,786.9961531974174,14.36386212232474,1298.639984680258,15.959846802583044,0,0,0,739034.6960511026,0,0,739034.6960511026,-30371822.44649865,739034.6960511026
01-08,925.9828300606564,123.46437734142084,2040.0,785.9419893517841,785.9419893517837,15.312609583394481,1238.7454010648216,17.01401064821609,0,0,0,741948.0011211126,0,0,741948.0011211126,-29653619.355750497,741948.0011211126
01-09,929.7553987318565,123.96738649758086,1960.0000000000002,784.5364375576066,784.5364375576066,16.577606198154115,1158.8859562442397,18.419562442393463,0,0,0,744840.1071818273,0,0,744840.1071818273,-28935542.251379725,744840.1071818273
01-10,933.5433373148054,124.47244497530738,1900.0,783.4822737119737,783.4822737119736,17.526353659223865,1098.9913726288025,19.473726288026516,0,0,0,747776.267214059,0,0,747776.267214059,-28217559.636791985,747776.267214059
01-11,937.3467084284262,124.97956112379015,1900.0,783.4822737119737,783.4822737119736,17.526353659223865,1098.9913726288025,19.473726288026516,0,0,0,750822.8002891637,0,0,750822.8002891637,-27499577.022204246,750822.8002891637
01-12,941.1655749467589,125.48874332623451,1960.0000000000002,784.5364375576066,784.5364375576066,16.577606198154115,1158.8859562442397,18.419562442393463,0,0,0,753980.9595893136,0,0,753980.9595893136,-26781499.917833474,753980.9595893136
02-01,945.0000000000006,126.00000000000007,2000.0000000000005,781.4887113616937,781.4887113616938,15.70725777447546,1202.8040308638313,17.452508638306067,0,0,0,753350.1908336804,0,0,753350.1908336804,-26066934.772464633,753350.1908336804
02-02,948.8500469755483,126.51333959673977,2040.0,782.1914872587826,782.1914872587824,15.074759467095642,1242.7337532741217,16.749732741217386,0,0,0,756486.1156578684,0,0,756486.1156578684,-25352306.633907106,756486.1156578684
02-03,952.7157795190471,127.02877060253962,2099.9999999999995,783.2456511044157,783.2456511044155,14.126012006025903,1302.6283368895583,15.695568895584337,0,0,0,759668.5655866632,0,0,759668.5655866632,-24637584.00556654,759668.5655866632
02-04,956.5972615354427,127.54630153805904,2160.0,784.2998149500486,784.2998149500486,13.17726454495617,1362.5229205049952,14.6414050499513,0,0,0,762864.3903822041,0,0,762864.3903822041,-23922766.887442943,762864.3903822041
02-05,960.4945571900372,128.06594095867163,2200.0000000000005,785.0025908471374,785.0025908471372,12.544766237576338,1402.452642915287,13.938629152862603,0,0,0,766039.8955811664,0,0,766039.8955811664,-23207886.776130654,766039.8955811664
02-06,964.40773090955,128.58769745460665,2160.0,784.2998149500486,784.2998149500486,13.17726454495617,1362.5229205049952,14.6414050499513,0,0,0,769093.0606881523,0,0,769093.0606881523,-22493069.658007056,769093.0606881523
02-07,968.3368473831829,129.11157965109103,2099.9999999999995,783.2456511044157,783.2456511044155,14.126012006025903,1302.6283368895583,15.695568895584337,0,0,0,772124.3624490503,0,0,772124.3624490503,-21778347.02966649,772124.3624490503
02-08,972.2819715636898,129.63759620849194,2040.0,782.1914872587826,782.1914872587824,15.074759467095642,1242.7337532741217,16.749732741217386,0,0,0,775167.5982278199,0,0,775167.5982278199,-21063718.891108964,775167.5982278199
02-09,976.2431686684499,130.16575582245997,1960.0000000000002,780.785935464605,780.7859354646054,16.33975608185528,1162.87430845354,18.155284535394763,0,0,0,778188.5109423462,0,0,778188.5109423462,-20349216.738928813,778188.5109423462
02-10,980.2205041805463,130.6960672240728,1900.0,779.7317716189722,779.7317716189722,17.288503542925024,1102.9797248381028,19.2094483810278,0,0,0,781255.6159613125,0,0,781255.6159613125,-19634809.076531697,781255.6159613125
02-11,984.214043849848,131.2285391799797,1900.0,779.7317716189722,779.7317716189722,17.288503542925024,1102.9797248381028,19.2094483810278,0,0,0,784438.5480474094,0,0,784438.5480474094,-18920401.41413458,784438.5480474094
02-12,988.2238536940974,131.76318049254627,1960.0000000000002,780.785935464605,780.7859354646054,16.33975608185528,1162.87430845354,18.155284535394763,0,0,0,787738.6227786158,0,0,787738.6227786158,-18205899.26195443,787738.6227786158
03-01,992.2500000000013,132.3000000000001,2000.0000000000005,777.7569617791576,777.7569617791575,15.470596908758132,1206.7724413120843,17.189552120842368,0,0,0,787080.0451080853,0,0,787080.0451080853,-17494891.194015265,787080.0451080853
03-02,996.2925493243264,132.83900657657676,2040.0,778.4597376762463,778.4597376762464,14.83809860137832,1246.702163722375,16.48677622375369,0,0,0,790356.7236785068,0,0,790356.7236785068,-16783820.132887408,790356.7236785068
03-03,1000.3515684950003,133.3802091326666,2099.9999999999995,779.5139015218792,779.5139015218793,13.889351140308573,1306.596747337812,15.432612378120638,0,0,0,793682.1882496547,0,0,793682.1882496547,-16072654.581976516,793682.1882496547
03-04,1004.4271246122157,133.923616614962,2160.0,780.5680653675125,780.5680653675125,12.94060367923884,1366.4913309532485,14.3784485324876,0,0,0,797021.6308054948,0,0,797021.6308054948,-15361394.54128259,797021.6308054948
03-05,1008.5192850495399,134.4692380066052,2200.0000000000005,781.2708412646009,781.270841264601,12.308105371859009,1406.4210533635405,13.675672635398902,0,0,0,800339.6718921696,0,0,800339.6718921696,-14650071.507399974,800339.6718921696
03-06,1012.6281174550282,135.01708232733696,2160.0,780.5680653675125,780.5680653675125,12.94060367923884,1366.4913309532485,14.3784485324876,0,0,0,803529.1897210568,0,0,803529.1897210568,-13938811.466706049,803529.1897210568
