kWp,battery,NPV,peak_ratio,filtered,best_battery
16.8,BAT-29,500894442.1576999,1.7273598908167225,ok,False
16.8,BAT-30,500887057.16167355,1.7273598908167225,ok,False
16.8,BAT-31,500889744.9886619,1.7273598908167225,ok,False
16.8,BAT-32,500906075.0011766,1.7273598908167225,ok,True
18.0,None,457635720.1279642,1.8507427401607741,ok,False
18.0,BAT-5,482280548.897291,1.8507427401607741,ok,False
18.0,BAT-10,501783545.2843678,1.8507427401607741,ok,False
18.0,BAT-15,519371906.870223,1.8507427401607741,ok,False
18.0,BAT-20,523184423.7221225,1.8507427401607741,ok,False
18.0,BAT-21,523184533.9608032,1.8507427401607741,ok,False
18.0,BAT-22,523189525.40542287,1.8507427401607741,ok,False
18.0,BAT-23,523192748.22781,1.8507427401607741,ok,False
18.0,BAT-24,523192748.22781,1.8507427401607741,ok,False
18.0,BAT-25,523194941.6202423,1.8507427401607741,ok,False
18.0,BAT-26,523193409.00194794,1.8507427401607741,ok,False
18.0,BAT-27,523219081.3351527,1.8507427401607741,ok,False
18.0,BAT-28,523237716.614888,1.8507427401607741,ok,False
18.0,BAT-29,523253003.36387616,1.8507427401607741,ok,False
18.0,BAT-30,523261847.0684539,1.8507427401607741,ok,False
18.0,BAT-31,523273470.29196644,1.8507427401607741,ok,False
18.0,BAT-32,523308034.86357224,1.8507427401607741,ok,True
19.2,None,472758858.29883856,1.9741255895048255,ok,False
19.2,BAT-5,496902180.50613606,1.9741255895048255,ok,False
19.2,BAT-10,516739724.1204263,1.9741255895048255,ok,False
19.2,BAT-15,535718260.0781541,1.9741255895048255,ok,False
19.2,BAT-20,540276103.4644648,1.9741255895048255,ok,False
19.2,BAT-21,540277202.3205817,1.9741255895048255,ok,False
19.2,BAT-22,540279527.3573929,1.9741255895048255,ok,False
19.2,BAT-23,540279535.3193924,1.9741255895048255,ok,False
19.2,BAT-24,540279535.3193923,1.9741255895048255,ok,False
19.2,BAT-25,540278908.5145422,1.9741255895048255,ok,False
19.2,BAT-26,540276369.6176851,1.9741255895048255,ok,False
19.2,BAT-27,540275846.8638779,1.9741255895048255,ok,False
19.2,BAT-28,540273804.2017205,1.9741255895048255,ok,False
19.2,BAT-29,540273804.2017205,1.9741255895048255,ok,False
19.2,BAT-30,540273804.2017205,1.9741255895048255,ok,False
19.2,BAT-31,540283393.5412337,1.9741255895048255,ok,False
19.2,BAT-32,540285376.0228244,1.9741255895048255,ok,True
19.8,None,480155491.303934,2.035817014176852,ok,False
19.8,BAT-5,503937597.5928665,2.035817014176852,ok,False
19.8,BAT-10,523856976.2216778,2.035817014176852,ok,False
19.8,BAT-15,543168607.6484824,2.035817014176852,ok,False
19.8,BAT-20,547885138.7996577,2.035817014176852,ok,False
19.8,BAT-21,547885138.7996577,2.035817014176852,ok,False
19.8,BAT-22,547886882.0925236,2.035817014176852,ok,False
19.8,BAT-23,547886882.0925236,2.035817014176852,ok,False
19.8,BAT-24,547886882.0925236,2.035817014176852,ok,False
19.8,BAT-25,547888155.6868119,2.035817014176852,ok,False
19.8,BAT-26,547896113.9378049,2.035817014176852,ok,False
19.8,BAT-27,547896113.9378049,2.035817014176852,ok,False
19.8,BAT-28,547896113.9378049,2.035817014176852,ok,False
19.8,BAT-29,547896113.9378049,2.035817014176852,ok,False
19.8,BAT-30,547903443.617577,2.035817014176852,ok,False
19.8,BAT-31,547910719.019851,2.035817014176852,ok,True
19.8,BAT-32,547910719.019851,2.035817014176852,ok,False
20.4,None,487442733.07493734,2.0975084388488776,ok,False
20.4,BAT-5,510793092.05236036,2.0975084388488776,ok,False
20.4,BAT-10,530738453.9770129,2.0975084388488776,ok,False
20.4,BAT-15,550223107.8732818,2.0975084388488776,ok,False
20.4,BAT-20,555149286.3977113,2.0975084388488776,ok,False
20.4,BAT-21,555149286.3977113,2.0975084388488776,ok,False
20.4,BAT-22,555149286.3977113,2.0975084388488776,ok,False
20.4,BAT-23,555149286.3977113,2.0975084388488776,ok,False
20.4,BAT-24,555149286.3977113,2.0975084388488776,ok,False
20.4,BAT-25,555155946.9946901,2.0975084388488776,ok,False
20.4,BAT-26,555155946.9946901,2.0975084388488776,ok,False
20.4,BAT-27,555166533.4681468,2.0975084388488776,ok,False
20.4,BAT-28,555167785.0023291,2.0975084388488776,ok,True
20.4,BAT-29,555167785.0023291,2.0975084388488776,ok,False
