kWp,battery,NPV,peak_ratio,filtered,best_battery
17.4,BAT-21,40067282.920262724,1.7890513200222753,ok,False
17.4,BAT-22,40067282.920262724,1.7890513200222753,ok,False
17.4,BAT-23,40067282.920262724,1.7890513200222753,ok,False
17.4,BAT-24,40067282.920262724,1.7890513200222753,ok,False
17.4,BAT-25,40067282.920262724,1.7890513200222753,ok,False
17.4,BAT-26,40067282.920262724,1.7890513200222753,ok,False
17.4,BAT-27,40067282.920262724,1.7890513200222753,ok,False
17.4,BAT-28,40067282.920262724,1.7890513200222753,ok,False
17.4,BAT-29,40067282.920262724,1.7890513200222753,ok,False
17.4,BAT-30,40067282.920262724,1.7890513200222753,ok,False
17.4,BAT-31,40067282.920262724,1.7890513200222753,ok,False
17.4,BAT-32,40067282.920262724,1.7890513200222753,ok,False
17.4,BAT-15,38441337.039194874,1.7890513200222753,ok,False
17.4,BAT-10,32492752.38978136,1.7890513200222753,ok,False
17.4,BAT-5,26544167.740367852,1.7890513200222753,ok,False
17.4,None,19123121.022406667,1.7890513200222753,ok,False
18.0,BAT-20,38181505.70950336,1.8507427448506295,ok,True
18.0,BAT-21,38181505.70950336,1.8507427448506295,ok,False
18.0,BAT-22,38181505.70950335,1.8507427448506295,ok,False
18.0,BAT-23,38181505.70950335,1.8507427448506295,ok,False
18.0,BAT-24,38181505.70950335,1.8507427448506295,ok,False
18.0,BAT-25,38181505.70950335,1.8507427448506295,ok,False
18.0,BAT-26,38181505.70950335,1.8507427448506295,ok,False
18.0,BAT-27,38181505.70950335,1.8507427448506295,ok,False
18.0,BAT-28,38181505.70950335,1.8507427448506295,ok,False
18.0,BAT-29,38181505.70950335,1.8507427448506295,ok,False
18.0,BAT-30,38181505.70950335,1.8507427448506295,ok,False
18.0,BAT-31,38181505.70950335,1.8507427448506295,ok,False
18.0,BAT-32,38181505.70950335,1.8507427448506295,ok,False
18.0,BAT-15,36696081.51131076,1.8507427448506295,ok,False
18.0,BAT-10,30747496.861897267,1.8507427448506295,ok,False
18.0,BAT-5,24798912.212483764,1.8507427448506295,ok,False
18.0,None,17477083.526489705,1.8507427448506295,ok,False
