scan_order,candidate_key,kWp,battery,NPV_COP,payback_years,capex_client,self_consumption_ratio,self_sufficiency_ratio,annual_import_kwh,annual_export_kwh,peak_ratio,best_battery_for_kwp
37,14.400::BAT-15,14.4,BAT-15,41571054.362506874,3.0,59040000.0,0.9240035735867796,0.9240035735867795,1863.4323756521665,6.303532498754751,1.4805941958805038,False
36,14.400::BAT-10,14.4,BAT-10,39445424.748474546,3.0,59040000.0,0.8962999208749104,0.8962999208749103,2542.7259401471997,761.0741597154586,1.4805941958805038,False
35,14.400::BAT-5,14.4,BAT-5,33879710.11340958,3.25,59040000.0,0.835007110013692,0.8350071100136918,4045.6256624642765,2430.9627400677655,1.4805941958805038,False
34,14.400::None,14.4,None,26286317.31876488,3.5,59040000.0,0.7543316817278608,0.7543316817278608,6023.787164032852,4628.919964032852,1.4805941958805038,False
67,15.000::BAT-32,15.0,BAT-32,42810578.45283475,3.0,61500000.0,0.9561174005555557,0.9561174005555557,1076.001338377774,118.32084620755722,1.5422856207088578,True
66,15.000::BAT-31,15.0,BAT-31,42805896.81828623,3.0,61500000.0,0.9561174005555557,0.9561174005555557,1076.001338377774,118.32084620755722,1.5422856207088578,False
61,15.000::BAT-26,15.0,BAT-26,42794300.21721687,3.0,61500000.0,0.9561174005555557,0.9561174005555557,1076.001338377774,118.32084620755722,1.5422856207088578,False
62,15.000::BAT-27,15.0,BAT-27,42794300.21721687,3.0,61500000.0,0.9561174005555557,0.9561174005555557,1076.001338377774,118.32084620755722,1.5422856207088578,False
63,15.000::BAT-28,15.0,BAT-28,42794300.21721687,3.0,61500000.0,0.9561174005555557,0.9561174005555557,1076.001338377774,118.32084620755722,1.5422856207088578,False
64,15.000::BAT-29,15.0,BAT-29,42792751.96346058,3.0,61500000.0,0.9561174005555557,0.9561174005555557,1076.001338377774,118.32084620755722,1.5422856207088578,False
65,15.000::BAT-30,15.0,BAT-30,42792026.925047144,3.0,61500000.0,0.9561174005555557,0.9561174005555557,1076.001338377774,118.32084620755722,1.5422856207088578,False
56,15.000::BAT-21,15.0,BAT-21,42783864.07142739,3.0,61500000.0,0.9561174005555557,0.9561174005555557,1076.001338377774,118.32084620755722,1.5422856207088578,False
57,15.000::BAT-22,15.0,BAT-22,42783864.07142739,3.0,61500000.0,0.9561174005555557,0.9561174005555557,1076.001338377774,118.32084620755747,1.5422856207088578,False
58,15.000::BAT-23,15.0,BAT-23,42783864.07142739,3.0,61500000.0,0.9561174005555557,0.9561174005555557,1076.001338377774,118.3208462075577,1.5422856207088578,False
59,15.000::BAT-24,15.0,BAT-24,42783864.07142739,3.0,61500000.0,0.9561174005555557,0.9561174005555557,1076.001338377774,118.3208462075577,1.5422856207088578,False
60,15.000::BAT-25,15.0,BAT-25,42783864.07142739,3.0,61500000.0,0.9561174005555557,0.9561174005555557,1076.001338377774,118.32084620755722,1.5422856207088578,False
55,15.000::BAT-20,15.0,BAT-20,42781584.08845009,3.0,61500000.0,0.9560136633836245,0.9560136633836245,1078.544973833527,118.32084620755747,1.5422856207088578,False
54,15.000::BAT-15,15.0,BAT-15,42535269.36380492,3.0,61500000.0,0.9520333085078977,0.9520333085078977,1176.1432753863496,226.76340348847154,1.5422856207088578,False
53,15.000::BAT-10,15.0,BAT-10,38549336.8203545,3.0833333333333335,61500000.0,0.904825285884448,0.9048252858844478,2333.68399011334,1512.9197531851275,1.5422856207088578,False
52,15.000::BAT-5,15.0,BAT-5,32603110.30363428,3.3333333333333335,61500000.0,0.8412801416939443,0.8412801416939444,3891.8109256644843,3244.1719037975104,1.5422856207088578,False
51,15.000::None,15.0,None,25147114.22464883,3.5833333333333335,61500000.0,0.7618808269793146,0.7618808269793146,5838.682122467207,5407.3621224672015,1.5422856207088578,False
84,15.600::BAT-32,15.6,BAT-32,43263529.6063566,3.0,63960000.0,0.979114620511365,0.979114620511365,512.1095050613292,472.93202606306556,1.6039770455372122,True
80,15.600::BAT-28,15.6,BAT-28,43256318.932139605,3.0,63960000.0,0.979114620511365,0.979114620511365,512.1095050613292,472.9320260630649,1.6039770455372122,False
81,15.600::BAT-29,15.6,BAT-29,43256318.932139605,3.0,63960000.0,0.979114620511365,0.979114620511365,512.1095050613292,472.9320260630649,1.6039770455372122,False
82,15.600::BAT-30,15.6,BAT-30,43256318.932139605,3.0,63960000.0,0.979114620511365,0.979114620511365,512.1095050613292,472.9320260630649,1.6039770455372122,False
83,15.600::BAT-31,15.6,BAT-31,43256318.932139605,3.0,63960000.0,0.979114620511365,0.979114620511365,512.1095050613292,472.93202606306465,1.6039770455372122,False
79,15.600::BAT-27,15.6,BAT-27,43251532.731154844,3.0,63960000.0,0.979114620511365,0.979114620511365,512.1095050613292,472.9320260630649,1.6039770455372122,False
